CaseID,ActivityID,CompleteTimestamp
173748,3,2011-10-01 23:57:08
173748,3,2011-10-01 23:57:18
173748,3,2011-10-02 00:00:29
173748,3,2011-10-02 00:09:35
173748,3,2011-10-02 00:37:33
173748,5,2011-10-02 00:39:20
173748,5,2011-10-02 00:42:18
173748,5,2011-10-02 00:48:25
173748,5,2011-10-04 00:44:24
173751,3,2011-10-01 23:34:03
173751,3,2011-10-02 00:50:03
173751,5,2011-10-07 20:40:20
173751,6,2011-10-11 18:39:37
173760,3,2011-10-02 00:01:45
173760,5,2011-10-08 20:34:58
173760,5,2011-10-11 03:52:09
173760,5,2011-10-11 19:01:39
173760,6,2011-10-14 23:41:11
173763,1,2011-10-02 00:38:43
173766,3,2011-10-02 00:45:56
173766,3,2011-10-02 00:48:23
173766,3,2011-10-03 21:48:25
173766,3,2011-10-04 17:34:40
173766,3,2011-10-04 21:11:09
173766,3,2011-10-05 01:17:33
173766,3,2011-10-05 17:20:40
173766,3,2011-10-05 18:42:52
173766,3,2011-10-05 22:05:43
173766,3,2011-10-06 02:50:58
173766,3,2011-10-06 17:58:22
173766,3,2011-10-07 04:52:12
173778,1,2011-10-03 17:04:57
173787,3,2011-10-03 17:31:09
173787,5,2011-10-03 17:36:45
173787,5,2011-10-03 17:39:54
173787,5,2011-10-03 17:54:06
173787,5,2011-10-10 23:10:36
173787,5,2011-10-11 03:59:57
173787,5,2011-10-11 04:55:56
173787,5,2011-10-18 19:49:29
173787,5,2011-10-20 02:51:57
173790,3,2011-10-03 17:26:12
173790,5,2011-10-03 17:31:22
173790,5,2011-10-03 17:32:18
173790,5,2011-10-07 20:37:08
173790,6,2011-10-08 01:31:10
173790,6,2011-10-10 22:22:43
173799,3,2011-10-03 17:35:35
173799,3,2011-10-05 02:15:07
173799,3,2011-10-05 02:15:39
173799,3,2011-10-05 02:30:30
173805,3,2011-10-03 17:37:47
173805,3,2011-10-03 17:53:27
173805,5,2011-10-03 17:59:31
173805,5,2011-10-03 18:06:56
173805,5,2011-10-11 00:16:26
173805,5,2011-10-18 22:04:21
173805,5,2011-10-18 22:09:41
173805,5,2011-10-20 03:17:02
173805,5,2011-10-25 20:02:55
173805,5,2011-10-26 00:11:42
173805,5,2011-10-26 00:12:11
173805,5,2011-10-27 22:55:44
173805,5,2011-11-01 01:11:55
173805,5,2011-11-01 01:28:29
173805,5,2011-11-03 18:15:16
173814,1,2011-10-03 17:10:52
173814,3,2011-10-03 19:15:49
173817,3,2011-10-03 17:52:40
173817,5,2011-10-03 17:53:29
173817,5,2011-10-03 17:54:32
173817,5,2011-10-07 21:23:34
173817,6,2011-10-11 17:15:48
173826,1,2011-10-03 17:34:55
173826,1,2011-10-03 17:42:11
173826,1,2011-10-03 17:44:49
173826,3,2011-10-03 17:46:31
173826,3,2011-10-03 21:59:04
173826,3,2011-10-03 22:11:03
173826,3,2011-10-03 22:39:28
173844,3,2011-10-03 18:11:17
173844,3,2011-10-03 21:15:40
173844,3,2011-10-03 21:19:48
173844,5,2011-10-10 18:17:49
173844,6,2011-10-11 22:57:09
173847,3,2011-10-03 18:22:08
173847,5,2011-10-10 21:52:48
173847,6,2011-10-12 18:52:13
173862,1,2011-10-03 17:30:10
173901,1,2011-10-03 17:33:46
173904,1,2011-10-03 17:35:23
173913,3,2011-10-03 18:43:52
173913,5,2011-10-03 18:52:28
173913,5,2011-10-06 19:14:33
173913,5,2011-10-10 21:51:23
173913,6,2011-10-12 23:54:05
173913,6,2011-10-13 00:01:06
173916,2,2011-10-03 19:00:29
173916,2,2011-10-03 19:01:13
173916,2,2011-10-03 19:19:30
173928,3,2011-10-03 18:29:11
173928,3,2011-10-03 18:58:03
173928,3,2011-10-03 23:29:08
173928,5,2011-10-03 23:30:11
173928,5,2011-10-03 23:31:48
173928,5,2011-10-11 02:28:06
173928,5,2011-10-13 00:13:02
173928,5,2011-10-21 20:32:29
173928,5,2011-10-22 04:25:44
173928,5,2011-10-25 00:13:24
173928,5,2011-10-26 18:23:29
173928,6,2011-10-31 22:19:02
173928,4,2011-11-01 02:17:03
173928,4,2011-11-01 20:19:59
173928,4,2011-11-02 01:40:13
173928,4,2011-11-02 04:00:06
173928,4,2011-11-03 17:49:14
173928,4,2011-11-07 17:57:43
173928,4,2011-11-09 19:38:12
173928,6,2011-11-09 21:18:51
173928,4,2011-11-09 22:22:22
173928,4,2011-11-09 22:22:39
173928,4,2011-11-10 03:16:05
173928,4,2011-11-10 20:31:22
173928,4,2011-11-11 05:50:24
173928,4,2011-11-12 19:33:10
173928,4,2011-11-18 00:34:29
173928,4,2011-11-18 18:29:30
173928,4,2011-11-19 00:40:10
173928,4,2011-11-19 01:25:37
173928,4,2011-11-19 05:46:59
173928,4,2011-11-19 19:40:38
173928,4,2011-11-19 22:58:56
173928,4,2011-11-21 18:33:07
173928,4,2011-11-21 19:01:50
173928,4,2011-11-22 05:44:46
173928,4,2011-11-22 20:27:47
173928,4,2011-11-22 23:49:49
173928,4,2011-11-24 19:48:23
173928,4,2011-11-25 23:16:47
173928,4,2011-11-26 19:15:39
173928,4,2011-11-26 23:34:49
173928,4,2011-11-28 19:47:59
173928,4,2011-11-29 00:33:09
173928,6,2011-11-29 18:27:33
173937,3,2011-10-03 18:32:58
173937,3,2011-10-04 02:29:18
173937,3,2011-10-04 20:31:34
173937,3,2011-10-04 22:04:32
173937,3,2011-10-05 01:49:43
173937,3,2011-10-05 17:46:04
173937,3,2011-10-05 21:44:36
173937,3,2011-10-06 02:30:10
173937,3,2011-10-07 04:44:54
173937,3,2011-10-07 17:21:28
173937,3,2011-10-08 02:52:53
173937,3,2011-10-08 19:31:22
173937,3,2011-10-27 03:29:26
173937,3,2011-11-02 18:15:09
173955,3,2011-10-03 18:54:11
173955,3,2011-10-04 03:00:23
173955,3,2011-10-04 17:20:53
173955,5,2011-10-12 01:59:04
173955,5,2011-10-12 18:00:15
173955,5,2011-10-17 18:19:50
173955,6,2011-10-19 16:15:38
173955,6,2011-10-19 22:20:43
173955,4,2011-10-19 22:53:53
173955,4,2011-10-20 04:16:11
173955,4,2011-10-20 04:28:35
173955,4,2011-10-20 17:33:49
173955,4,2011-10-26 19:20:35
173955,4,2011-10-27 17:23:56
173955,4,2011-10-27 17:26:53
173955,4,2011-10-27 22:08:19
173955,4,2011-11-01 18:39:20
173955,4,2011-11-02 01:43:41
173955,4,2011-11-02 04:10:18
173955,4,2011-11-03 17:46:32
173955,4,2011-11-07 18:05:54
173955,4,2011-11-10 06:02:15
173955,4,2011-11-10 20:27:24
173955,4,2011-11-11 18:21:00
173955,4,2011-11-17 00:11:15
173955,4,2011-11-18 00:29:41
173955,4,2011-11-19 19:29:07
173955,4,2011-11-21 19:26:04
173955,4,2011-11-23 19:50:06
173955,4,2011-11-23 23:19:30
173955,4,2011-11-24 05:01:20
173955,4,2011-11-24 19:41:05
173955,4,2011-11-24 20:09:45
173955,4,2011-11-25 02:37:33
173955,4,2011-11-29 21:13:21
173955,4,2011-11-30 00:05:31
173958,3,2011-10-03 18:49:53
173958,3,2011-10-04 02:59:05
173958,3,2011-10-04 19:27:30
173958,3,2011-10-10 17:31:10
173958,3,2011-10-20 20:48:36
173958,3,2011-10-27 19:03:05
173958,3,2011-11-02 05:23:23
173958,3,2011-11-02 05:36:40
173958,3,2011-11-02 18:15:12
173979,3,2011-10-03 19:00:25
173979,3,2011-10-03 19:35:29
173979,5,2011-10-10 18:41:35
173979,6,2011-10-11 22:01:53
173988,1,2011-10-03 17:55:15
173988,3,2011-10-03 18:00:22
173988,3,2011-10-03 18:33:59
173988,5,2011-10-11 00:32:20
174000,1,2011-10-03 18:43:00
174000,3,2011-10-03 18:47:20
174000,5,2011-10-03 18:49:04
174000,5,2011-10-11 00:36:34
174000,5,2011-10-12 04:56:01
174000,5,2011-10-13 20:28:07
174000,5,2011-10-15 20:39:40
174000,5,2011-10-18 20:18:48
174000,5,2011-10-20 01:41:02
174000,5,2011-10-21 19:27:33
174000,5,2011-10-23 00:54:04
174000,5,2011-10-24 22:28:48
174000,5,2011-10-25 03:25:42
174000,5,2011-11-03 18:15:19
174006,1,2011-10-03 20:10:48
174009,3,2011-10-03 19:02:32
174009,3,2011-10-03 19:11:10
174009,3,2011-10-03 20:08:02
174009,3,2011-10-03 23:15:36
174009,3,2011-10-03 23:31:56
174009,5,2011-10-06 04:54:18
174009,5,2011-10-06 20:26:42
174009,5,2011-10-10 21:25:03
174009,6,2011-10-13 17:35:30
174012,3,2011-10-03 22:11:53
174012,3,2011-10-03 22:29:11
174012,5,2011-10-03 22:31:12
174012,5,2011-10-03 22:34:33
174012,5,2011-10-11 01:37:44
174012,5,2011-10-13 00:07:56
174012,5,2011-10-14 03:47:10
174012,5,2011-10-14 04:20:31
174012,5,2011-10-14 04:24:01
174012,5,2011-10-15 23:00:41
174012,5,2011-10-18 23:00:46
174012,5,2011-10-19 01:35:56
174015,1,2011-10-03 20:12:57
174018,3,2011-10-03 22:25:05
174018,5,2011-10-03 22:28:40
174018,5,2011-10-03 22:30:04
174018,5,2011-10-11 01:35:08
174018,5,2011-10-17 19:35:07
174042,3,2011-10-03 20:27:17
174042,5,2011-10-03 20:37:58
174042,5,2011-10-04 20:56:05
174042,5,2011-10-06 17:54:36
174042,6,2011-10-10 17:31:57
174042,4,2011-10-10 17:43:17
174042,4,2011-10-10 20:39:52
174042,6,2011-10-10 21:22:16
174042,6,2011-10-11 23:22:22
174042,6,2011-10-11 23:25:50
174042,6,2011-10-11 23:28:16
174042,6,2011-10-12 00:43:18
174060,3,2011-10-03 22:28:07
174060,5,2011-10-03 22:30:21
174060,5,2011-10-03 22:48:39
174060,5,2011-10-03 22:52:34
174060,5,2011-10-03 23:09:14
174060,5,2011-10-11 01:41:24
174060,5,2011-10-13 00:10:48
174060,5,2011-10-24 23:29:34
174060,5,2011-10-25 20:41:05
174060,5,2011-10-26 00:16:10
174060,5,2011-10-28 04:09:08
174060,5,2011-10-28 04:13:14
174060,5,2011-10-28 04:40:57
174060,5,2011-11-04 04:08:41
174060,5,2011-11-05 22:28:34
174060,5,2011-11-07 23:31:59
174060,5,2011-11-07 23:41:26
174060,5,2011-11-08 22:56:51
174060,5,2011-11-11 02:33:22
174060,5,2011-11-15 03:20:53
174060,5,2011-11-17 21:24:00
174060,5,2011-11-18 00:07:59
174060,5,2011-11-19 21:29:13
174060,5,2011-11-27 01:04:06
174060,5,2011-11-30 03:18:08
174060,5,2011-11-30 23:12:06
174060,6,2011-12-05 23:30:18
174060,6,2011-12-05 23:52:03
174060,6,2011-12-06 17:50:01
174060,6,2011-12-06 20:58:14
174060,4,2011-12-06 21:48:58
174060,4,2011-12-06 22:19:28
174060,4,2011-12-09 17:24:01
174060,6,2011-12-09 17:53:21
174060,6,2011-12-09 18:51:43
174060,6,2011-12-09 19:21:35
174060,6,2011-12-09 23:18:02
174060,6,2011-12-13 01:42:55
174060,6,2011-12-13 15:15:05
174060,6,2011-12-13 17:04:04
174060,6,2011-12-13 17:13:16
174060,6,2011-12-13 18:44:26
174072,1,2011-10-03 21:37:16
174075,1,2011-10-03 21:31:16
174084,3,2011-10-03 21:59:52
174084,3,2011-10-03 22:30:11
174084,3,2011-10-03 22:31:21
174084,5,2011-10-03 22:34:08
174084,6,2011-10-03 22:34:41
174084,4,2011-10-03 22:36:30
174084,4,2011-10-03 23:07:54
174084,4,2011-10-03 23:59:56
174084,4,2011-10-04 16:22:10
174084,4,2011-10-04 17:47:36
174084,4,2011-10-04 18:09:50
174084,4,2011-10-04 18:17:33
174087,3,2011-10-03 21:53:32
174087,5,2011-10-03 21:56:48
174087,5,2011-10-06 00:56:43
174087,5,2011-10-11 17:58:56
174087,6,2011-10-11 19:49:21
174090,3,2011-10-03 23:41:20
174090,3,2011-10-04 18:02:38
174090,3,2011-10-04 21:43:28
174090,3,2011-10-05 01:53:11
174090,3,2011-10-06 01:55:12
174090,3,2011-10-06 17:48:49
174090,3,2011-10-07 04:45:52
174090,3,2011-10-07 04:54:48
174090,3,2011-10-08 02:36:10
174090,3,2011-10-08 19:00:40
174090,3,2011-11-03 18:15:06
174093,3,2011-10-03 23:57:37
174093,5,2011-10-03 23:59:15
174093,5,2011-10-11 02:35:37
174093,5,2011-10-13 00:14:28
174093,5,2011-10-13 14:15:05
174093,5,2011-10-14 02:15:55
174093,5,2011-10-20 04:41:51
174093,5,2011-10-21 03:54:58
174093,5,2011-10-29 04:52:36
174093,5,2011-11-01 04:25:06
174093,5,2011-11-03 04:10:12
174093,5,2011-11-03 18:15:29
174099,3,2011-10-03 23:50:01
174099,3,2011-10-04 19:34:49
174099,3,2011-10-04 22:06:00
174099,5,2011-10-07 03:51:56
174099,5,2011-10-07 03:56:16
174099,5,2011-10-07 04:05:54
174099,5,2011-10-14 17:28:03
174099,5,2011-10-19 18:35:40
174099,5,2011-10-20 17:24:56
174099,6,2011-10-26 20:55:24
174102,3,2011-10-04 00:15:49
174102,3,2011-10-04 00:16:41
174111,1,2011-10-03 23:11:51
174111,3,2011-10-04 00:21:40
174111,3,2011-10-04 00:39:40
174114,1,2011-10-03 23:01:32
174120,1,2011-10-03 23:46:16
174120,1,2011-10-03 23:55:48
174120,3,2011-10-04 00:00:03
174120,3,2011-10-04 00:20:43
174120,3,2011-10-04 00:22:10
174120,3,2011-10-04 00:26:49
174120,3,2011-10-04 00:30:24
174120,3,2011-10-04 01:02:58
174138,1,2011-10-04 00:47:54
174138,3,2011-10-04 02:08:10
174138,3,2011-10-04 17:55:51
174138,3,2011-10-04 17:58:05
174147,3,2011-10-04 03:05:26
174147,3,2011-10-04 17:27:25
174147,3,2011-10-04 21:24:55
174147,3,2011-10-05 01:36:43
174147,3,2011-10-05 17:43:10
174147,3,2011-10-05 21:37:00
174147,3,2011-10-06 02:33:56
174147,3,2011-10-06 17:57:25
174147,3,2011-10-07 04:41:49
174147,3,2011-10-07 04:56:51
174147,3,2011-10-08 02:38:01
174147,3,2011-10-08 19:05:58
174147,3,2011-10-08 23:08:31
174147,3,2011-10-08 23:16:31
174147,3,2011-10-29 18:16:22
174147,3,2011-11-03 18:15:08
174153,3,2011-10-04 03:07:08
174153,3,2011-10-04 17:57:23
174153,3,2011-10-04 17:58:42
174153,3,2011-10-04 18:00:16
174153,3,2011-10-04 19:12:20
174153,3,2011-10-04 21:45:33
174153,3,2011-10-05 01:50:54
174153,5,2011-10-05 01:51:28
174153,5,2011-10-12 04:49:13
174153,5,2011-10-12 17:22:30
174153,6,2011-10-17 22:23:02
174198,1,2011-10-04 03:43:47
174198,3,2011-10-04 04:55:48
174198,3,2011-10-04 18:58:03
174198,3,2011-10-04 21:41:11
174198,3,2011-10-04 22:55:38
174201,1,2011-10-04 03:44:26
174201,1,2011-10-04 03:53:59
174201,1,2011-10-04 03:59:02
174201,3,2011-10-04 20:02:47
174201,3,2011-10-05 00:59:32
174207,1,2011-10-04 03:57:36
174207,3,2011-10-04 18:00:30
174207,3,2011-10-04 18:59:51
174207,3,2011-10-04 19:02:29
174207,3,2011-10-04 21:45:09
174207,3,2011-10-05 02:20:33
174228,1,2011-10-04 04:15:35
174231,3,2011-10-04 20:01:12
174231,3,2011-10-05 00:51:37
174231,5,2011-10-12 04:44:01
174234,1,2011-10-04 04:26:39
174240,1,2011-10-04 04:27:29
174240,3,2011-10-04 04:34:45
174243,1,2011-10-04 04:50:46
174243,3,2011-10-04 20:13:34
174252,3,2011-10-04 18:23:13
174252,3,2011-10-04 18:24:16
174252,5,2011-10-06 20:59:23
174252,5,2011-10-12 02:08:55
174252,5,2011-10-12 03:20:53
174252,5,2011-10-12 17:46:46
174252,6,2011-10-18 00:13:41
174252,6,2011-10-18 00:14:06
174252,6,2011-10-18 00:36:18
174252,4,2011-10-18 00:57:18
174252,4,2011-10-18 01:34:27
174252,6,2011-10-19 00:05:54
174270,3,2011-10-04 19:26:22
174270,3,2011-10-04 22:20:36
174270,3,2011-10-04 22:31:35
174270,3,2011-10-04 22:53:27
174270,3,2011-10-05 02:24:04
174270,3,2011-10-05 03:17:03
174270,3,2011-10-05 18:28:12
174270,3,2011-10-05 18:32:50
174270,3,2011-10-06 02:34:17
174270,3,2011-10-06 02:51:25
174270,3,2011-10-06 02:58:16
174270,3,2011-10-06 03:05:05
174270,3,2011-10-06 03:27:07
174270,3,2011-10-06 04:00:03
174270,3,2011-10-06 04:00:34
174270,3,2011-10-06 19:10:54
174270,3,2011-10-06 20:02:21
174270,3,2011-10-07 18:10:20
174270,3,2011-10-07 22:13:50
174270,3,2011-10-08 01:43:19
174270,5,2011-10-17 14:15:03
174270,5,2011-10-17 20:34:21
174270,5,2011-10-19 02:55:46
174270,5,2011-10-21 03:31:06
174270,5,2011-10-22 03:17:27
174270,5,2011-10-24 23:19:17
174270,5,2011-10-24 23:20:35
174270,5,2011-10-25 23:00:50
174273,1,2011-10-04 17:08:28
174294,1,2011-10-04 17:06:56
174294,3,2011-10-04 18:57:25
174294,5,2011-10-04 19:51:25
174294,5,2011-10-12 02:15:23
174294,5,2011-10-14 00:05:15
174294,5,2011-10-14 02:54:48
174294,5,2011-10-15 21:26:37
174294,5,2011-10-18 03:59:03
174294,5,2011-10-18 23:17:58
174294,5,2011-10-20 03:45:09
174294,5,2011-10-22 03:23:42
174294,5,2011-10-24 23:22:35
174294,5,2011-10-26 01:17:22
174294,5,2011-10-29 04:07:31
174294,5,2011-11-01 04:56:47
174294,5,2011-11-02 04:43:52
174294,5,2011-11-04 05:42:10
174294,5,2011-11-04 18:15:11
174297,1,2011-10-04 17:06:36
174297,3,2011-10-04 20:54:11
174297,3,2011-10-04 20:56:17
174303,1,2011-10-04 17:07:17
174303,3,2011-10-04 20:43:04
174303,3,2011-10-04 21:38:15
174319,3,2011-10-04 20:18:44
174319,3,2011-10-05 01:29:20
174319,3,2011-10-05 17:33:39
174319,3,2011-10-05 21:30:16
174319,3,2011-10-06 02:27:29
174319,5,2011-10-06 02:28:16
174319,5,2011-10-11 17:54:34
174319,6,2011-10-13 21:31:50
174319,6,2011-10-13 21:32:15
174319,4,2011-10-14 02:46:47
174319,6,2011-10-14 17:42:37
174325,3,2011-10-04 20:29:46
174325,3,2011-10-04 22:20:10
174325,3,2011-10-05 01:15:35
174325,3,2011-10-05 01:20:06
174325,3,2011-10-05 01:52:14
174325,5,2011-10-06 23:21:40
174325,5,2011-10-10 22:37:43
174325,6,2011-10-10 23:15:42
174325,4,2011-10-11 00:14:43
174325,4,2011-10-11 00:16:48
174325,4,2011-10-11 00:33:38
174325,4,2011-10-11 17:30:30
174325,6,2011-10-11 17:59:02
174325,6,2011-10-11 18:13:42
174331,1,2011-10-04 17:18:29
174331,3,2011-10-04 17:26:35
174337,1,2011-10-04 18:08:01
174337,3,2011-10-04 18:15:13
174337,5,2011-10-04 18:56:52
174337,5,2011-10-05 00:49:21
174337,5,2011-10-05 16:04:09
174337,5,2011-10-05 17:23:25
174337,6,2011-10-05 17:24:35
174337,4,2011-10-05 21:20:48
174337,4,2011-10-06 17:17:44
174337,4,2011-10-06 17:24:01
174337,4,2011-10-06 20:57:44
174337,6,2011-10-06 21:39:22
174337,6,2011-10-06 22:02:40
174337,4,2011-10-06 23:44:38
174337,4,2011-10-07 00:32:57
174337,4,2011-10-07 00:36:37
174337,4,2011-10-07 01:04:24
174337,4,2011-10-07 01:05:33
174337,4,2011-10-07 17:43:25
174337,6,2011-10-07 18:24:57
174337,4,2011-10-07 22:24:44
174346,1,2011-10-04 18:46:18
174349,3,2011-10-04 19:38:28
174349,5,2011-10-04 19:39:48
174349,5,2011-10-12 02:12:28
174349,5,2011-10-13 20:10:06
174349,5,2011-10-15 20:33:04
174349,5,2011-10-18 19:51:13
174349,5,2011-10-20 01:36:39
174349,5,2011-10-22 02:34:17
174349,5,2011-10-24 22:58:02
174352,1,2011-10-04 19:38:51
174355,1,2011-10-04 19:39:14
174400,1,2011-10-04 22:03:27
174400,3,2011-10-04 22:31:15
174403,1,2011-10-04 22:01:34
174403,3,2011-10-04 22:30:44
174403,3,2011-10-04 23:03:33
174403,5,2011-10-12 04:27:29
174403,5,2011-10-14 01:36:15
174403,5,2011-10-14 01:47:55
174403,5,2011-10-15 22:39:31
174403,5,2011-10-18 22:31:37
174403,5,2011-10-19 18:53:32
174403,5,2011-10-20 16:56:51
174403,6,2011-10-21 23:39:34
174403,6,2011-10-26 23:01:31
174424,1,2011-10-04 22:38:48
174424,3,2011-10-04 22:50:28
174424,5,2011-10-06 03:01:10
174424,5,2011-10-11 19:20:50
174424,6,2011-10-15 03:33:02
174424,6,2011-10-15 03:50:27
174424,4,2011-10-15 04:28:23
174424,4,2011-10-16 00:57:03
174424,4,2011-10-17 16:23:46
174424,6,2011-10-17 19:27:15
174430,3,2011-10-04 22:59:49
174430,3,2011-10-04 23:20:22
174430,5,2011-10-11 17:21:05
174430,6,2011-10-14 23:52:33
174436,1,2011-10-04 23:25:47
174436,3,2011-10-04 23:48:32
174436,3,2011-10-04 23:57:37
174436,5,2011-10-05 00:05:17
174436,5,2011-10-05 00:06:23
174436,5,2011-10-11 03:14:39
174436,5,2011-10-18 20:39:57
174436,5,2011-10-19 02:49:13
174436,5,2011-10-19 02:52:35
174436,5,2011-10-19 03:14:08
174436,5,2011-10-19 03:15:31
174436,5,2011-10-24 18:37:36
174436,6,2011-10-27 21:28:21
174436,6,2011-10-28 00:35:26
174436,4,2011-10-28 04:41:27
174436,4,2011-10-28 19:55:51
174436,4,2011-10-29 04:14:27
174442,1,2011-10-05 00:02:25
174442,1,2011-10-05 00:04:18
174469,1,2011-10-05 01:57:45
174469,3,2011-10-05 03:02:46
174469,3,2011-10-05 18:33:41
174469,5,2011-10-11 19:28:13
174469,6,2011-10-14 22:32:56
174484,1,2011-10-05 03:31:26
174484,3,2011-10-05 03:36:37
174484,3,2011-10-05 03:49:20
174484,3,2011-10-05 19:00:01
174487,3,2011-10-05 03:12:26
174487,3,2011-10-05 03:22:10
174487,5,2011-10-10 18:17:11
174487,6,2011-10-11 20:12:23
174505,3,2011-10-05 04:32:54
174505,5,2011-10-12 04:55:02
174505,5,2011-10-12 18:13:57
174505,6,2011-10-17 23:07:50
174505,6,2011-10-17 23:19:54
174508,3,2011-10-05 04:43:35
174508,5,2011-10-12 04:51:46
174508,5,2011-10-17 18:56:22
174508,6,2011-10-21 21:46:55
174517,3,2011-10-05 17:07:55
174517,3,2011-10-05 21:18:32
174517,3,2011-10-06 02:05:50
174517,3,2011-10-06 03:07:18
174517,3,2011-10-06 03:29:23
174517,3,2011-10-06 19:03:13
174517,3,2011-10-07 17:18:00
174517,3,2011-10-08 02:40:50
174517,3,2011-10-08 19:06:02
174517,3,2011-10-08 23:05:02
174517,3,2011-10-08 23:14:25
174517,3,2011-10-11 04:27:24
174517,3,2011-10-12 03:26:12
174517,3,2011-10-12 21:09:41
174517,5,2011-10-19 19:27:13
174517,5,2011-10-19 19:58:57
174517,5,2011-10-21 04:57:18
174517,5,2011-10-21 19:32:09
174517,5,2011-10-22 04:48:06
174517,5,2011-10-25 03:19:38
174517,5,2011-10-26 02:37:56
174517,5,2011-10-27 03:09:15
174517,5,2011-10-28 03:35:58
174517,5,2011-11-01 01:32:07
174517,5,2011-11-02 01:46:11
174517,5,2011-11-02 05:11:31
174517,5,2011-11-04 04:49:40
174517,5,2011-11-05 23:21:20
174517,5,2011-11-05 23:43:02
174517,5,2011-11-06 00:47:18
174517,5,2011-11-09 05:25:47
174517,5,2011-11-12 18:15:26
174529,3,2011-10-05 17:12:45
174529,3,2011-10-05 17:18:41
174529,3,2011-10-05 21:33:25
174529,3,2011-10-05 22:08:05
174529,3,2011-10-06 00:47:57
174529,5,2011-10-12 20:46:46
174529,5,2011-10-18 17:18:45
174529,6,2011-10-24 20:44:06
174529,6,2011-10-24 20:56:26
174529,6,2011-10-24 20:58:40
174529,6,2011-10-24 21:11:34
174529,6,2011-10-24 21:15:52
174532,1,2011-10-05 17:06:22
174538,3,2011-10-05 17:35:51
174538,5,2011-10-05 17:38:02
