CaseID,Prefix length,Groud truth,Predicted,Levenshtein,Damerau
2709,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
2725,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
2726,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
2727,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
2736,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
2744,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
2751,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
2801,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
2835,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
2858,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
2861,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
2869,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
2877,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
2894,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
2944,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
2951,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
2993,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
3012,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
3030,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
3051,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
3055,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
3100,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
3131,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
3138,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
315,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
3152,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
3153,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
3170,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
319,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
322,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
3234,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
3238,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
3252,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
3270,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
3278,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
3279,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
3292,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
3295,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
3304,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
3322,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
334,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
3415,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
3434,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
3457,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
3464,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
3479,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
3489,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
3506,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
3526,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
3545,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
3586,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
365,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
3697,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
376,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
3771,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
3789,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
3797,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
3812,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
3848,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
386,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
3873,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
3881,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
3893,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
3903,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
3924,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
3959,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
3966,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
4008,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
4038,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
4040,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
4049,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
4100,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
4153,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
4157,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
4164,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
4177,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
4181,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
4184,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
419,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
4195,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
4253,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
4263,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
4275,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
4336,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
4356,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
4453,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
4482,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
449,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
4490,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
4503,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
4514,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
455,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
4569,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
4573,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
468,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
469,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
471,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
476,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
571,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
587,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
60,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
607,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
608,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
620,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
628,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
646,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
660,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
674,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
675,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
678,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
695,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
703,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
715,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
730,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
748,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
754,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
779,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
864,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
900,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
907,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
919,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
924,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
936,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
958,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
965,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
966,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
977,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
991,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
993,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
995,2,b'\xc2\xaa',b'\xc2\xa7',0.0,0.0,0.0
100001000,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
100001072,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
100001077,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
100001098,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
100001118,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
100001194,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
100001211,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
100001265,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
100001276,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
100001385,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
100001395,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
100001468,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
100001494,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
100001513,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
100001611,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
100001662,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
100001701,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
10000173,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
100001775,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
100001929,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
100001945,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
100001947,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
100001981,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
100002011,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
100002086,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
100002089,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
100002110,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
100002136,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
10000214,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
10000216,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
100002161,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
100002263,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
100002272,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
100002309,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
100002316,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
100002360,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
100002441,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
100002501,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
100002527,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
100002574,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
100002578,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
10000259,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
100002624,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
100002645,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
100002707,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
100002767,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
100002778,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
10000291,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
100003001,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
100003033,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
100003084,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
100003200,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
100003217,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
100003228,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
100003235,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
10000325,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
100003302,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
100003345,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
100003384,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
100003431,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
100003453,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
100003468,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
10000355,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
10000358,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
100003610,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
100003624,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
100003625,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
100003710,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
100003780,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
100003795,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
100003809,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
100003826,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
100003833,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
100003947,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
10000396,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
100003961,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
100003987,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
100003988,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
100004003,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
100004081,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
100004113,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
100004134,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
100004137,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
100004279,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
100004287,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
100004322,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
100004392,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
10000443,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
10000451,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
10000485,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
10000501,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
10000569,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
10000598,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
10000642,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
10000671,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
10000688,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
10000750,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
10000830,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
10000912,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
10000978,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
1000,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
1022,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
1024,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
1072,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
1077,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
1083,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
1098,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
1118,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
1194,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
1202,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
1211,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
1265,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
1276,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
1279,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
133,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
1373,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
1385,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
1395,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
1422,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
1463,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
1468,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
1494,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
1513,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
1527,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
1530,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
1541,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
1572,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
1611,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
1633,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
1652,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
1659,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
1662,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
1701,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
1706,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
1707,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
171,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
173,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
1740,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
1775,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
1779,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
1789,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
1840,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
1861,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
189,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
1929,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
1932,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
1939,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
1945,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
1947,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
1958,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
1981,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
2011,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
2086,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
2089,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
2107,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
2110,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
2136,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
214,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
216,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
2161,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
2225,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
2263,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
2272,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
2284,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
2309,2,b'\xc2\xa9',b'\xc2\xa7',0.0,0.0,0.0
