CaseID,Prefix length,Groud truth,Predicted,Levenshtein,Damerau
201743,2,b'\xc2\xa6',b'\xc2\xa4',0.0,0.0,0.0
201758,2,b'\xc2\xa6',b'\xc2\xa6',1.0,1.0,1.0
201761,2,b'\xc2\xa6',b'\xc2\xa6',1.0,1.0,1.0
201782,2,b'\xc2\xa6',b'\xc2\xa6',1.0,1.0,1.0
201794,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
201797,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
201821,2,b'\xc2\xa6',b'\xc2\xa6',1.0,1.0,1.0
201836,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
201842,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
201854,2,b'\xc2\xa6',b'\xc2\xa4',0.0,0.0,0.0
201879,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
201882,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
201885,2,b'\xc2\xa6',b'\xc2\xa4',0.0,0.0,0.0
201894,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
201921,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
201924,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
201942,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
202002,2,b'\xc2\xa6',b'\xc2\xa6',1.0,1.0,1.0
202005,2,b'\xc2\xa6',b'\xc2\xa6',1.0,1.0,1.0
202029,2,b'\xc2\xa7',b'\xc2\xa6',0.0,0.0,0.0
202035,2,b'\xc2\xa6',b'\xc2\xa4',0.0,0.0,0.0
202039,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
202044,2,b'\xc2\xa6',b'\xc2\xa6',1.0,1.0,1.0
202047,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
202059,2,b'\xc2\xa6',b'\xc2\xa4',0.0,0.0,0.0
202065,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
202068,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
202083,2,b'\xc2\xa2',b'\xc2\xa4',0.0,0.0,0.0
202089,2,b'\xc2\xa6',b'\xc2\xa4',0.0,0.0,0.0
202110,2,b'\xc2\xa6',b'\xc2\xa4',0.0,0.0,0.0
202137,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
202179,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
202182,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
202211,2,b'\xc2\xa6',b'\xc2\xa6',1.0,1.0,1.0
202253,2,b'\xc2\xa6',b'\xc2\xa6',1.0,1.0,1.0
202256,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
202259,2,b'\xc2\xa6',b'\xc2\xa6',1.0,1.0,1.0
202271,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
202289,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
202385,2,b'\xc2\xa4',b'',0.0,0.0,0.0
202388,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
202397,2,b'\xc2\xa6',b'\xc2\xa6',1.0,1.0,1.0
202421,2,b'\xc2\xa6',b'\xc2\xa4',0.0,0.0,0.0
202424,2,b'\xc2\xa6',b'\xc2\xa4',0.0,0.0,0.0
202479,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
202530,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
202536,2,b'\xc2\xa6',b'\xc2\xa6',1.0,1.0,1.0
202542,2,b'\xc2\xa6',b'\xc2\xa6',1.0,1.0,1.0
202548,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
202551,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
202563,2,b'\xc2\xa6',b'\xc2\xa4',0.0,0.0,0.0
202593,2,b'\xc2\xa6',b'\xc2\xa4',0.0,0.0,0.0
202596,2,b'\xc2\xa6',b'\xc2\xa4',0.0,0.0,0.0
202602,2,b'\xc2\xa6',b'\xc2\xa4',0.0,0.0,0.0
202611,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
202614,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
202620,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
202632,2,b'\xc2\xa6',b'\xc2\xa6',1.0,1.0,1.0
202638,2,b'\xc2\xa6',b'\xc2\xa6',1.0,1.0,1.0
202656,2,b'\xc2\xa6',b'\xc2\xa6',1.0,1.0,1.0
202668,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
202686,2,b'\xc2\xa6',b'\xc2\xa4',0.0,0.0,0.0
202701,2,b'\xc2\xa6',b'\xc2\xa6',1.0,1.0,1.0
202719,2,b'\xc2\xa6',b'\xc2\xa4',0.0,0.0,0.0
202731,2,b'\xc2\xa6',b'\xc2\xa6',1.0,1.0,1.0
202737,2,b'\xc2\xa6',b'\xc2\xa4',0.0,0.0,0.0
202755,2,b'\xc2\xa6',b'\xc2\xa6',1.0,1.0,1.0
202767,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
202785,2,b'\xc2\xa6',b'\xc2\xa6',1.0,1.0,1.0
202803,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
202818,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
202821,2,b'\xc2\xa6',b'\xc2\xa6',1.0,1.0,1.0
202830,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
202866,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
202869,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
202884,2,b'\xc2\xa6',b'\xc2\xa4',0.0,0.0,0.0
202893,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
202896,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
202899,2,b'\xc2\xa6',b'\xc2\xa6',1.0,1.0,1.0
202905,2,b'\xc2\xa6',b'\xc2\xa6',1.0,1.0,1.0
202920,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
202926,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
202935,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
202938,2,b'\xc2\xa6',b'\xc2\xa4',0.0,0.0,0.0
202968,2,b'\xc2\xa6',b'\xc2\xa6',1.0,1.0,1.0
202974,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
202977,2,b'\xc2\xa6',b'\xc2\xa4',0.0,0.0,0.0
202983,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
202989,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
202992,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
202995,2,b'\xc2\xa6',b'\xc2\xa4',0.0,0.0,0.0
202998,2,b'\xc2\xa4',b'',0.0,0.0,0.0
203010,2,b'\xc2\xa6',b'\xc2\xa4',0.0,0.0,0.0
203013,2,b'\xc2\xa6',b'\xc2\xa6',1.0,1.0,1.0
203016,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
203019,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
203037,2,b'\xc2\xa6',b'\xc2\xa4',0.0,0.0,0.0
203055,2,b'\xc2\xa6',b'\xc2\xa4',0.0,0.0,0.0
203058,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
203061,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
203070,2,b'\xc2\xa6',b'\xc2\xa6',1.0,1.0,1.0
203076,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
203082,2,b'\xc2\xa6',b'\xc2\xa6',1.0,1.0,1.0
203137,2,b'\xc2\xa6',b'\xc2\xa4',0.0,0.0,0.0
203149,2,b'\xc2\xa6',b'\xc2\xa4',0.0,0.0,0.0
203155,2,b'\xc2\xa6',b'\xc2\xa4',0.0,0.0,0.0
203158,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
203161,2,b'\xc2\xa2',b'\xc2\xa4',0.0,0.0,0.0
203173,2,b'\xc2\xa6',b'\xc2\xa6',1.0,1.0,1.0
203206,2,b'\xc2\xa6',b'\xc2\xa4',0.0,0.0,0.0
203221,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
203245,2,b'\xc2\xa6',b'\xc2\xa4',0.0,0.0,0.0
203254,2,b'\xc2\xa6',b'\xc2\xa6',1.0,1.0,1.0
203257,2,b'\xc2\xa6',b'\xc2\xa6',1.0,1.0,1.0
203260,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
203269,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
203275,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
203281,2,b'\xc2\xa6',b'\xc2\xa4',0.0,0.0,0.0
203287,2,b'\xc2\xa6',b'\xc2\xa4',0.0,0.0,0.0
203290,2,b'\xc2\xa6',b'\xc2\xa4',0.0,0.0,0.0
203293,2,b'\xc2\xa6',b'\xc2\xa6',1.0,1.0,1.0
203296,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
203305,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
203308,2,b'\xc2\xa6',b'\xc2\xa6',1.0,1.0,1.0
203317,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
203320,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
203329,2,b'\xc2\xa4',b'',0.0,0.0,0.0
203338,2,b'\xc2\xa6',b'\xc2\xa4',0.0,0.0,0.0
203341,2,b'\xc2\xa6',b'\xc2\xa6',1.0,1.0,1.0
203356,2,b'\xc2\xa6',b'\xc2\xa6',1.0,1.0,1.0
203362,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
203377,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
203380,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
203386,2,b'\xc2\xa6',b'\xc2\xa6',1.0,1.0,1.0
203395,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
203401,2,b'\xc2\xa6',b'\xc2\xa6',1.0,1.0,1.0
203404,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
203407,2,b'\xc2\xa6',b'\xc2\xa6',1.0,1.0,1.0
203413,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
203419,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
203440,2,b'\xc2\xa6',b'\xc2\xa4',0.0,0.0,0.0
203468,2,b'\xc2\xa6',b'\xc2\xa4',0.0,0.0,0.0
203471,2,b'\xc2\xa7',b'\xc2\xa6',0.0,0.0,0.0
203492,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
203504,2,b'\xc2\xa6',b'\xc2\xa6',1.0,1.0,1.0
203516,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
203528,2,b'\xc2\xa6',b'\xc2\xa6',1.0,1.0,1.0
203531,2,b'\xc2\xa6',b'\xc2\xa6',1.0,1.0,1.0
203537,2,b'\xc2\xa7',b'\xc2\xa6',0.0,0.0,0.0
203546,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
203549,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
203558,2,b'\xc2\xa2',b'\xc2\xa4',0.0,0.0,0.0
203594,2,b'\xc2\xa6',b'\xc2\xa4',0.0,0.0,0.0
203606,2,b'\xc2\xa6',b'\xc2\xa6',1.0,1.0,1.0
203630,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
203654,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
203666,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
203687,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
203699,2,b'\xc2\xa6',b'\xc2\xa4',0.0,0.0,0.0
203711,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
203720,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
203726,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
203732,2,b'\xc2\xa6',b'\xc2\xa6',1.0,1.0,1.0
203738,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
203744,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
203780,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
203814,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
203823,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
203829,2,b'\xc2\xa6',b'\xc2\xa6',1.0,1.0,1.0
203832,2,b'\xc2\xa6',b'\xc2\xa4',0.0,0.0,0.0
203835,2,b'\xc2\xa6',b'\xc2\xa6',1.0,1.0,1.0
203838,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
203841,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
203844,2,b'\xc2\xa6',b'\xc2\xa6',1.0,1.0,1.0
203847,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
203850,2,b'\xc2\xa6',b'\xc2\xa6',1.0,1.0,1.0
203862,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
203916,2,b'\xc2\xa2',b'\xc2\xa4',0.0,0.0,0.0
203931,2,b'\xc2\xa2',b'\xc2\xa4',0.0,0.0,0.0
203946,2,b'\xc2\xa6',b'\xc2\xa4',0.0,0.0,0.0
203949,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
203952,2,b'\xc2\xa2',b'\xc2\xa4',0.0,0.0,0.0
203958,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
203970,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
204018,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
204021,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
204036,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
204042,2,b'\xc2\xa6',b'\xc2\xa6',1.0,1.0,1.0
204045,2,b'\xc2\xa6',b'\xc2\xa6',1.0,1.0,1.0
204051,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
204054,2,b'\xc2\xa6',b'\xc2\xa4',0.0,0.0,0.0
204069,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
204075,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
204090,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
204099,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
204119,2,b'\xc2\xa6',b'\xc2\xa6',1.0,1.0,1.0
204131,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
204134,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
204140,2,b'\xc2\xa6',b'\xc2\xa6',1.0,1.0,1.0
204149,2,b'\xc2\xa7',b'\xc2\xa6',0.0,0.0,0.0
204155,2,b'\xc2\xa2',b'\xc2\xa4',0.0,0.0,0.0
204158,2,b'\xc2\xa6',b'\xc2\xa4',0.0,0.0,0.0
204197,2,b'\xc2\xa6',b'\xc2\xa6',1.0,1.0,1.0
204200,2,b'\xc2\xa6',b'\xc2\xa6',1.0,1.0,1.0
204203,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
204212,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
204218,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
204224,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
204269,2,b'\xc2\xa2',b'\xc2\xa4',0.0,0.0,0.0
204278,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
204281,2,b'\xc2\xa4',b'',0.0,0.0,0.0
204284,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
204293,2,b'\xc2\xa6',b'\xc2\xa6',1.0,1.0,1.0
204308,2,b'\xc2\xa6',b'\xc2\xa6',1.0,1.0,1.0
204314,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
204317,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
204323,2,b'\xc2\xa2',b'\xc2\xa4',0.0,0.0,0.0
204329,2,b'\xc2\xa2',b'\xc2\xa4',0.0,0.0,0.0
204332,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
204338,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
204379,2,b'\xc2\xa7',b'\xc2\xa6',0.0,0.0,0.0
204394,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
204397,2,b'\xc2\xa7',b'\xc2\xa6',0.0,0.0,0.0
204400,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
204412,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
204421,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
204442,2,b'\xc2\xa6',b'\xc2\xa4',0.0,0.0,0.0
204445,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
204472,2,b'\xc2\xa6',b'\xc2\xa4',0.0,0.0,0.0
204484,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
204496,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
204505,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
204523,2,b'\xc2\xa6',b'\xc2\xa6',1.0,1.0,1.0
204535,2,b'\xc2\xa4',b'',0.0,0.0,0.0
204541,2,b'\xc2\xa6',b'\xc2\xa4',0.0,0.0,0.0
204547,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
204553,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
204568,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
204574,2,b'\xc2\xa6',b'\xc2\xa4',0.0,0.0,0.0
204583,2,b'\xc2\xa2',b'\xc2\xa4',0.0,0.0,0.0
204586,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
204589,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
204592,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
204610,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
204622,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
204625,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
204640,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
204646,2,b'\xc2\xa6',b'\xc2\xa6',1.0,1.0,1.0
204649,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
204655,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
204661,2,b'\xc2\xa6',b'\xc2\xa4',0.0,0.0,0.0
204670,2,b'\xc2\xa6',b'\xc2\xa4',0.0,0.0,0.0
204676,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
204679,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
204685,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
204700,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
204712,2,b'\xc2\xa6',b'\xc2\xa4',0.0,0.0,0.0
204721,2,b'\xc2\xa6',b'\xc2\xa4',0.0,0.0,0.0
204724,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
204736,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
204742,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
204745,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
204766,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
204793,2,b'\xc2\xa6',b'\xc2\xa6',1.0,1.0,1.0
204808,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
204811,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
204838,2,b'\xc2\xa4',b'\xc2\xa4',1.0,1.0,1.0
